trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
114,False,"{'a': 0.5, 'e': 0.9226111131769512}",20,0,-53.03546318207301,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.921532952434776}",25,0,-144.89388576859653,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
116,False,"{'a': 0.5, 'e': 0.9204466418125836}",30,23,3.8485476647161136,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.9193521434846544}",20,0,-212.08946499874924,"{0: 9, 1: 1, 2: 6, 3: 0, 4: 4}",0
118,False,"{'a': 0.5, 'e': 0.9182494198778592}",25,0,-129.0944168141197,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
119,False,"{'a': 0.5, 'e': 0.9171384336809187}",20,0,-130.49680140966296,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
120,False,"{'a': 0.5, 'e': 0.9160191478537643}",25,0,-56.26673827646644,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.9148915256370022}",25,0,-112.73467856393032,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
122,False,"{'a': 0.5, 'e': 0.9137555305614768}",20,0,-156.45010191605056,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
123,False,"{'a': 0.5, 'e': 0.9126111264579346}",20,0,-143.2771564782298,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
124,False,"{'a': 0.5, 'e': 0.9114582774667876}",20,0,-85.46450563904524,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.9102969480479719}",20,10,-37.18046197170688,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
126,False,"{'a': 0.5, 'e': 0.9091271029909058}",30,0,-112.45676902254513,"{0: 21, 1: 1, 2: 5, 3: 2, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.9079487074245405}",20,0,-206.2383802982976,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 4}",0
128,False,"{'a': 0.5, 'e': 0.906761726827506}",25,0,-54.891662443331,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
129,False,"{'a': 0.5, 'e': 0.90556612703835}",20,0,-80.80870909895897,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
130,False,"{'a': 0.5, 'e': 0.9043618742658659}",20,0,-60.253452765295876,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.9031489350995123}",25,0,-103.18308676385966,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
132,False,"{'a': 0.5, 'e': 0.9019272765199193}",20,0,-94.23983388434915,"{0: 12, 1: 5, 2: 0, 3: 2, 4: 1}",0
133,False,"{'a': 0.5, 'e': 0.9006968659094813}",25,13,-18.358047771714475,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.8994576710630348}",25,0,-56.09029308276124,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
135,False,"{'a': 0.5, 'e': 0.8982096601986177}",20,0,-101.79087849330752,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
136,False,"{'a': 0.5, 'e': 0.8969528019683106}",20,0,-176.09670376203707,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
137,False,"{'a': 0.5, 'e': 0.8956870654691563}",20,0,-74.52260199817742,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
138,False,"{'a': 0.5, 'e': 0.8944124202541561}",20,0,-210.02156288326285,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 4}",0
139,False,"{'a': 0.5, 'e': 0.8931288363433407}",25,0,-182.85548194202048,"{0: 11, 1: 3, 2: 8, 3: 1, 4: 2}",0
140,False,"{'a': 0.5, 'e': 0.8918362842349139}",25,0,-65.59063863378178,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.8905347349164653}",25,15,-37.75054462894876,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
142,False,"{'a': 0.5, 'e': 0.8892241598762526}",20,15,-2.207133363428081,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.8879045311145474}",20,0,-57.21921235630629,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
144,False,"{'a': 0.5, 'e': 0.8865758211550443}",25,0,-125.35160815725877,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
145,False,"{'a': 0.5, 'e': 0.8852380030563309}",20,0,-73.37934448647793,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
146,False,"{'a': 0.5, 'e': 0.8838910504234148}",20,14,-1.0550100065752885,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.8825349374193039}",25,0,-93.10393080468086,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
148,False,"{'a': 0.5, 'e': 0.8811696387766411}",25,0,-64.43360274199841,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.8797951298093855}",20,0,-57.81457554472576,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
